"","sk_caracterizacao_turismo_informal","Ano","massa_salarial","Número de ocupações","Gênero","Idade","Remuneração","Instrução","Horas Trabalhadas/Semana","Contribuição à Previdência Social","co_regiao_geografica","Região","Atividade Característica do Turismo"
"856",8570,2012,951.264837,13.0422553,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"857",9251,2012,53531.5372,67.0571926,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"858",8521,2013,22647.50233,17.4352981,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"859",7877,2013,42508.82967,27.66037,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"860",9145,2013,15747.9105,5.2493035,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"861",8415,2012,7568.234424,5.0454896,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"862",7930,2012,19378.96877,18.4418047,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"863",8293,2013,48520.48227,11.4393013,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"864",9332,2014,49283.27055,9.3872896,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"865",9137,2013,8551.160849,14.5549501,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"866",7642,2013,72372.40307,133.6993089,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"867",8582,2013,NA,4.3080489,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"868",8047,2012,93931.75148,40.9061795,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"869",7270,2012,4950.74251,12.4676264,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"870",7358,2012,10787.40148,14.3668168,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"871",7805,2014,0,21.7783897,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"872",9428,2014,0,6.9742583,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"873",8437,2013,9055.558651,8.9024132,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"874",9633,2012,14408.03674,33.3864712,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"875",8178,2012,12296.32688,3.522812,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"876",9232,2014,37809.77677,32.468409,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"877",7815,2012,7099.362638,5.4610482,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"878",8745,2012,5006.039924,10.2892393,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"879",7657,2012,21683.80542,43.5483777,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"880",7382,2012,43666.46936,79.0807833,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"881",9392,2015,12825.30701,18.916382,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"882",7344,2013,1248.868074,9.7147501,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"883",7326,2014,19492.42196,37.7915472,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"884",9573,2013,4281.414862,4.2814149,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"885",9114,2013,10985.95187,23.4084662,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"886",7506,2013,92537.99478,113.6605781,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"887",9314,2013,25156.74168,25.807098,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"888",8481,2012,38714.77964,27.8060883,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"889",8646,2014,37600.29906,33.3367254,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"890",8670,2013,11100.24637,14.2137301,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"891",7913,2012,170029.864,210.7270554,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"892",9301,2014,24724.07114,7.9755068,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"893",9449,2014,0,7.4041954,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"894",9149,2014,2785.145413,4.4777257,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"895",8851,2012,2441.510189,6.9757434,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"896",7394,2012,7037.792335,3.9019792,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"897",7882,2014,111086.5352,20.2471077,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"898",8731,2012,17102.01125,47.1011734,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"899",9580,2013,3712.648168,3.312678,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"900",7365,2013,15333.32469,37.201034,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"901",8498,2013,276324.3796,40.310553,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"902",9660,2013,17297.4091,7.793282,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"903",9479,2015,6096.698924,33.9364136,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"904",7235,2013,3879.277222,6.465462,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"905",9623,2013,21719.18125,5.4297953,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"906",8322,2015,301726.3849,10.0575462,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"907",7676,2012,NA,1.9552964,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"908",7964,2013,10619.95594,9.3870547,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"909",8617,2014,1122.149569,4.007677,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"910",7846,2015,110765.9259,57.9752079,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"911",8542,2013,6598.147165,1.3196294,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"912",7729,2014,10283.60478,6.8557365,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"913",8573,2013,6688.911963,4.4592746,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"914",8265,2013,2732.245016,5.46449,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"915",8703,2012,12346.47402,25.8518671,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"916",9144,2012,1812.515754,2.9140125,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"917",8342,2012,15749.1806,10.9393236,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"918",8780,2012,23992.60996,45.110933,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"919",7541,2013,19936.65134,14.1692859,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"920",7375,2012,2541.885361,1.9552964,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"921",7333,2012,1346.55361,2.9923414,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"922",8628,2015,50576.80068,37.6576124,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Cultura e Lazer"
"923",8946,2013,9056.176614,14.6950416,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"924",9357,2014,71738.21641,42.9996416,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"925",9200,2013,648.931175,3.2446559,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"926",8473,2013,26596.65507,1.5645091,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"927",7483,2013,62149.12616,90.9148145,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"928",7310,2013,NA,11.2728388,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"929",8160,2014,425483.074,141.0540869,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"930",9506,2013,2153.862361,4.7863608,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"931",8715,2013,2328.792013,2.328792,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"932",7834,2013,1125.303796,1.6597401,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"933",7951,2014,257351.1174,264.6542822,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"934",8799,2014,14183.60476,22.9895698,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"935",8434,2012,10643.23284,4.2572931,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"936",7475,2012,13466.67503,17.9268678,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"937",9423,2013,NA,4.8732789,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"938",7597,2013,11061.13981,24.1257387,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"939",8261,2012,735.821645,3.6791082,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"940",8381,2013,33516.88646,21.6667558,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"941",7679,2014,6097.035013,15.2425875,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"942",9628,2013,45091.35528,11.2728388,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"943",9055,2015,87347.53495,58.6577273,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"944",8487,2013,51116.98469,45.9017163,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"945",8297,2015,921260.0126,123.5937507,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"946",7904,2013,74883.04416,33.4812309,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"947",8218,2013,844.154704,4.6255052,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"948",9391,2015,28132.89165,59.6233641,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"949",8084,2014,37749.87287,8.5130394,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"950",8696,2014,6769.748725,26.5915068,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"951",8425,2014,19747.80121,21.3464982,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"952",8094,2013,41107.23909,27.4197229,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"953",8911,2015,51161.48984,47.9654404,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"954",9071,2014,0,18.0527951,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"955",8949,2014,862.654664,4.3132733,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"956",9141,2014,36299.39949,37.9862309,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
